,Word,V,A,D
8683,multipli,0.749,0.5996666666666667,0.749
8684,multitud,0.562,0.765,0.847
8685,mum,0.802,0.317,0.698
8686,mumbl,0.292,0.444,0.245
8687,mumbo,0.429,0.506,0.336
8688,mummi,0.4,0.588,0.415
8689,mump,0.099,0.41,0.311
8690,munch,0.541,0.277,0.434
8691,munchi,0.562,0.47,0.491
8692,munchkin,0.49,0.466,0.374
8693,mundan,0.312,0.42,0.48
8694,municip,0.597,0.335,0.6859999999999999
8695,mural,0.551,0.265,0.454
8696,murder,0.029333333333333333,0.9473333333333332,0.649
8697,murderess,0.041,0.941,0.462
8698,murki,0.143,0.618,0.37
8699,murmur,0.458,0.52,0.2
8700,muscl,0.359,0.49,0.645
8701,muscular,0.531,0.434,0.577
8702,muse,0.75,0.2555,0.487
8703,museum,0.792,0.206,0.481
8704,mush,0.5,0.311,0.125
8705,mushi,0.52,0.2,0.182
8706,mushroom,0.49,0.274,0.269
8707,music,0.8705,0.5965,0.5675
8708,musician,0.816,0.509,0.618
8709,musk,0.469,0.454,0.453
8710,musket,0.477,0.6114999999999999,0.6074999999999999
8711,muskrat,0.439,0.51,0.368
8712,muslin,0.439,0.304,0.352
8713,must,0.408,0.382,0.441
8714,mustang,0.635,0.642,0.708
8715,mustard,0.5,0.346,0.275
8716,muster,0.635,0.46,0.548
8717,musti,0.354,0.367,0.267
8718,mutabl,0.426,0.531,0.491
8719,mutant,0.337,0.676,0.573
8720,mutat,0.323,0.5865,0.537
8721,mute,0.2655,0.1835,0.20600000000000002
8722,mutil,0.09600000000000002,0.8410000000000001,0.4256666666666667
8723,mutini,0.323,0.89,0.549
8724,mutt,0.418,0.408,0.387
8725,mutter,0.406,0.427,0.228
8726,mutton,0.427,0.283,0.393
8727,mutual,0.7865,0.40549999999999997,0.523
8728,muzzl,0.388,0.43,0.232
8729,myfavorit,0.812,0.587,0.615
8730,myopia,0.245,0.387,0.226
8731,myopic,0.344,0.396,0.218
8732,myriad,0.48,0.429,0.55
8733,mysteri,0.4325,0.683,0.487
8734,mystic,0.6103333333333333,0.5203333333333333,0.549
8735,mystifi,0.344,0.6,0.509
8736,mystiqu,0.668,0.633,0.667
8737,myth,0.458,0.432,0.338
8738,mythic,0.63,0.542,0.614
8739,mytholog,0.722,0.506,0.673
8740,nab,0.469,0.544,0.407
8741,nacho,0.667,0.259,0.333
8742,nada,0.25,0.231,0.136
8743,nadir,0.479,0.363,0.424
8744,nag,0.271,0.451,0.472
8745,nail,0.469,0.397,0.282
8746,nail gun,0.378,0.806,0.574
8747,naiv,0.406,0.26,0.375
8748,nake,0.323,0.885,0.288
8749,naked,0.48,0.76,0.35
8750,namast,0.719,0.255,0.464
8751,name,0.6006666666666667,0.36866666666666664,0.513
8752,nameless,0.344,0.28,0.164
8753,namesak,0.418,0.327,0.404
8754,nana,0.765,0.255,0.375
8755,nanni,0.615,0.37,0.528
8756,nanomet,0.375,0.356,0.446
8757,nap,0.7125,0.07200000000000001,0.324
8758,napalm,0.265,0.58,0.471
8759,nape,0.427,0.268,0.298
8760,napkin,0.469,0.142,0.209
8761,nappi,0.529,0.333,0.207
8762,narciss,0.214,0.639,0.54
8763,narcissist,0.248,0.661,0.642
8764,narcot,0.102,0.858,0.45
8765,narr,0.58,0.303,0.443
8766,narrat,0.612,0.43933333333333335,0.549
8767,narrow,0.307,0.4805,0.3565
8768,nasal,0.479,0.34,0.33
8769,nascent,0.684,0.373,0.585
8770,nasti,0.115,0.62,0.264
8771,natal,0.755,0.462,0.481
8772,nation,0.6446666666666666,0.4026666666666667,0.7520000000000001
8773,nationwid,0.684,0.217,0.672
8774,nativ,0.6925,0.3795,0.6915
8775,natur,0.8211999999999999,0.238,0.585
8776,natural ga,0.635,0.324,0.396
8777,naturalist,0.844,0.255,0.562
8778,naught,0.344,0.176,0.161
8779,naughti,0.451,0.857,0.371
8780,nausea,0.104,0.781,0.273
8781,nauseat,0.0415,0.65,0.213
8782,nauseou,0.135,0.78,0.284
8783,nautic,0.646,0.25,0.579
8784,nautilu,0.396,0.509,0.517
8785,naval,0.542,0.449,0.679
8786,nave,0.583,0.448,0.585
8787,navel,0.448,0.261,0.276
8788,navi,0.531,0.76,0.764
8789,navig,0.6971999999999999,0.5008,0.6454
8790,nay,0.344,0.29,0.325
8791,nearsight,0.271,0.373,0.265
8792,neat,0.878,0.235,0.491
8793,neatli,0.802,0.412,0.588
8794,nebul,0.469,0.347,0.417
8795,nebula,0.5,0.374,0.45499999999999996
8796,necess,0.5435,0.5505,0.5255
8797,necessari,0.75,0.433,0.679
8798,necessarili,0.667,0.423,0.598
8799,necessit,0.578,0.604,0.516
8800,neck,0.541,0.245,0.345
8801,necklac,0.76,0.294,0.373
8802,neckti,0.583,0.229,0.314
8803,necromanc,0.333,0.625,0.536
8804,necrosi,0.115,0.622,0.385
8805,nectar,0.746,0.331,0.398
8806,need,0.5896666666666667,0.4586666666666666,0.49766666666666665
8807,needalif,0.49,0.443,0.394
8808,needi,0.36,0.451,0.245
8809,needit,0.25,0.472,0.356
8810,needl,0.27566666666666667,0.48633333333333334,0.30266666666666664
8811,needlepoint,0.653,0.5,0.556
8812,needtoknow,0.427,0.606,0.474
8813,needtorelax,0.673,0.438,0.274
8814,nefari,0.184,0.72,0.528
8815,neg,0.08099999999999999,0.5235000000000001,0.2245
8816,negat,0.255,0.461,0.297
8817,neglect,0.16433333333333333,0.4586666666666667,0.18433333333333335
8818,neglig,0.123,0.507,0.252
8819,neglige,0.385,0.52,0.336
8820,negoti,0.60625,0.59475,0.76125
8821,negro,0.354,0.368,0.461
8822,neigh,0.378,0.642,0.373
8823,neighbor,0.6565000000000001,0.377,0.4575
8824,neighborhood,0.385,0.469,0.373
8825,nemesi,0.271,0.688,0.647
8826,neon,0.594,0.48,0.38
8827,neonat,0.542,0.529,0.357
8828,neophyt,0.286,0.363,0.411
8829,neopren,0.316,0.451,0.443
8830,nephew,0.719,0.337,0.412
8831,nepot,0.349,0.584,0.517
8832,nerd,0.408,0.481,0.315
8833,nerdi,0.296,0.255,0.292
8834,nerv,0.231,0.7404999999999999,0.2855
8835,nervi,0.25,0.83,0.241
8836,nervou,0.235,0.82,0.213
8837,nervous,0.163,0.915,0.241
8838,nervouswreck,0.112,0.867,0.179
8839,ness,0.396,0.48,0.392
8840,nest,0.687,0.221,0.333
8841,nestl,0.6145,0.3675,0.3325
8842,net,0.40449999999999997,0.39849999999999997,0.501
8843,nether,0.24,0.265,0.259
8844,nettl,0.406,0.324,0.49
8845,network,0.5780000000000001,0.4095,0.5055000000000001
8846,neural,0.582,0.426,0.391
8847,neuralgia,0.092,0.706,0.439
8848,neurolog,0.47950000000000004,0.5385,0.569
8849,neurologist,0.608,0.5,0.736
8850,neurosi,0.122,0.766,0.418
8851,neurosurgeon,0.59,0.673,0.755
8852,neurosurgeri,0.49,0.632,0.73
8853,neurot,0.198,0.801,0.387
8854,neuter,0.621,0.163,0.302
8855,neutral,0.48566666666666664,0.25066666666666665,0.5033333333333333
8856,neutron,0.469,0.44,0.679
8857,new,0.8285,0.506,0.585
8858,new ag,0.694,0.556,0.727
8859,newbegin,0.802,0.613,0.524
8860,newborn,0.918,0.58,0.372
8861,newcom,0.622,0.38,0.396
8862,newday,0.847,0.388,0.618
8863,newfound,0.745,0.741,0.52
8864,newjob,0.755,0.643,0.729
8865,newli,0.688,0.422,0.552
8866,newlif,0.898,0.646,0.701
8867,newlyw,0.847,0.706,0.57
8868,newm,0.643,0.55,0.527
8869,news,0.633,0.58,0.61
8870,newscast,0.5885,0.5095000000000001,0.739
8871,newsflash,0.604,0.637,0.518
8872,newslett,0.622,0.385,0.49
8873,newsman,0.604,0.48,0.696
8874,newspap,0.602,0.283,0.444
8875,newspaperman,0.561,0.458,0.75
8876,newsreel,0.625,0.571,0.577
8877,newsroom,0.531,0.392,0.658
8878,newsstand,0.615,0.222,0.336
8879,newstart,0.802,0.51,0.667
8880,newt,0.458,0.38,0.541
8881,newyear,0.938,0.784,0.52
8882,nexu,0.496,0.368,0.412
8883,nib,0.51,0.282,0.406
8884,nibbl,0.551,0.551,0.411
8885,nice,0.93,0.442,0.65
8886,nich,0.459,0.413,0.318
8887,nicht,0.406,0.293,0.404
8888,nick,0.554,0.388,0.387
8889,nickel,0.51,0.347,0.406
8890,nicknam,0.49,0.47,0.263
8891,nicotin,0.235,0.608,0.447
8892,niec,0.771,0.32,0.4
8893,nifti,0.74,0.745,0.815
8894,nigh,0.653,0.216,0.336
8895,night,0.598,0.396,0.404
8896,nightcap,0.75,0.196,0.268
8897,nightclub,0.802,0.894,0.528
8898,nightfal,0.49,0.436,0.426
8899,nightgown,0.643,0.408,0.25
8900,nighti,0.63,0.388,0.274
8901,nightingal,0.74,0.34,0.496
8902,nightli,0.673,0.41,0.474
8903,nightlif,0.542,0.783,0.51
8904,nightmar,0.043500000000000004,0.876,0.442
8905,nightstand,0.49,0.13,0.327
8906,nightstick,0.5,0.461,0.348
8907,nighttim,0.735,0.385,0.439
8908,nihil,0.367,0.51,0.364
8909,nil,0.286,0.143,0.157
8910,nimbl,0.833,0.729,0.769
8911,nimrod,0.327,0.5,0.539
8912,nincompoop,0.365,0.431,0.368
8913,nine,0.552,0.255,0.327
8914,nineteen,0.673,0.304,0.375
8915,nineti,0.479,0.349,0.436
8916,ninja,0.542,0.844,0.682
8917,ninni,0.344,0.343,0.309
8918,nintendo,0.802,0.571,0.464
8919,ninth,0.49,0.212,0.396
8920,nip,0.281,0.7,0.264
8921,nipper,0.386,0.422,0.317
8922,nippi,0.54,0.5,0.416
8923,nippl,0.48,0.786,0.415
8924,nitrat,0.388,0.406,0.5
8925,nitro,0.5,0.647,0.639
8926,nitrogen,0.427,0.435,0.562
8927,nitrou,0.435,0.561,0.411
8928,nitwit,0.146,0.606,0.139
8929,nix,0.33,0.38,0.404
8930,no anticip,0.396,0.48,0.341
8931,no disgust,0.51,0.324,0.448
8932,no emot,0.17,0.109,0.225
8933,no senti,0.092,0.382,0.278
8934,no surpris,0.171,0.224,0.412
8935,no trust,0.055,0.445,0.257
8936,nobil,0.844,0.347,0.736
8937,nobl,0.906,0.345,0.61
8938,nobleman,0.675,0.286,0.709
8939,nobodycar,0.365,0.41,0.354
8940,nocomplaint,0.677,0.164,0.491
8941,nocturn,0.54,0.5,0.462
8942,nod,0.6419999999999999,0.3305,0.4265
8943,node,0.396,0.343,0.361
8944,nodul,0.312,0.426,0.349
8945,nodular,0.438,0.351,0.411
8946,noggin,0.51,0.433,0.382
8947,nohop,0.2,0.441,0.385
8948,noir,0.375,0.394,0.365
8949,nois,0.26,0.883,0.388
8950,noisi,0.271,0.812,0.561
8951,nomad,0.401,0.46599999999999997,0.4275
8952,nomenclatur,0.5,0.222,0.575
8953,nomin,0.624,0.4526666666666667,0.6093333333333334
8954,nomine,0.662,0.625,0.765
8955,nonc,0.422,0.37,0.377
8956,nonchal,0.312,0.314,0.366
8957,noncompli,0.112,0.598,0.259
8958,nondescript,0.49,0.434,0.348
8959,nonexist,0.208,0.429,0.149
8960,nonfat,0.604,0.26,0.34
8961,nonfict,0.426,0.315,0.431
8962,nonpay,0.229,0.51,0.298
8963,nonresid,0.25,0.34,0.302
8964,nonsens,0.1935,0.3995,0.174
8965,nonviol,0.64,0.287,0.346
8966,noob,0.417,0.43,0.267
8967,noodl,0.633,0.216,0.225
8968,nook,0.48,0.321,0.296
8969,noon,0.531,0.343,0.518
8970,noos,0.356,0.3,0.33
8971,nopoint,0.276,0.324,0.314
8972,noregret,0.469,0.476,0.426
8973,norm,0.5,0.245,0.527
8974,normal,0.7605,0.108,0.41200000000000003
8975,normalci,0.805,0.151,0.62
8976,north,0.531,0.255,0.45
8977,northbound,0.604,0.454,0.491
8978,northeast,0.562,0.26,0.375
8979,northern,0.57,0.34,0.472
8980,northwest,0.604,0.345,0.451
8981,northwestern,0.479,0.306,0.462
8982,noschool,0.49,0.4,0.38
8983,nose,0.582,0.27,0.245
8984,noseble,0.153,0.776,0.361
8985,nosey,0.276,0.655,0.223
8986,nosi,0.292,0.558,0.433
8987,nosnow,0.392,0.394,0.366
8988,nostalg,0.458,0.351,0.184
8989,nostalgia,0.417,0.337,0.339
8990,nostress,0.531,0.404,0.415
8991,nostril,0.396,0.404,0.316
8992,nosun,0.388,0.38,0.351
8993,not neg,0.622,0.27,0.444
8994,not posit,0.051,0.37,0.236
8995,notabl,0.7153333333333333,0.5303333333333333,0.7133333333333333
8996,notamorningperson,0.469,0.578,0.44
8997,notari,0.541,0.451,0.676
8998,notat,0.635,0.38,0.558
8999,notch,0.46950000000000003,0.4455,0.357
9000,note,0.6045,0.2725,0.44
9001,notebook,0.449,0.167,0.442
9002,noteworthi,0.704,0.481,0.759
9003,nothappi,0.112,0.32,0.17
9004,nothing,0.204,0.08,0.161
9005,nothingbett,0.635,0.39,0.543
9006,notic,0.768,0.485,0.6205
9007,notif,0.604,0.461,0.671
9008,notifi,0.643,0.471,0.573
9009,notion,0.5660000000000001,0.286,0.5835
9010,notori,0.366,0.582,0.609
9011,notorieti,0.552,0.633,0.769
9012,notreadi,0.133,0.4,0.196
9013,notwithstand,0.367,0.316,0.433
9014,nought,0.312,0.098,0.116
9015,noun,0.531,0.23,0.477
9016,nourish,0.8320000000000001,0.375,0.635
9017,nouveau,0.633,0.438,0.432
9018,novel,0.702,0.352,0.439
9019,novelist,0.34,0.343,0.529
9020,novelti,0.673,0.521,0.74
9021,novic,0.429,0.346,0.18
9022,nowaday,0.68,0.346,0.4
9023,nowork,0.312,0.264,0.309
9024,noworri,0.63,0.402,0.5
9025,noxiou,0.177,0.585,0.379
9026,nozzl,0.438,0.33,0.287
9027,nuanc,0.44899999999999995,0.3285,0.469
9028,nuclear,0.219,0.856,0.781
9029,nucleu,0.529,0.296,0.667
9030,nude,0.49,0.915,0.2
9031,nudg,0.448,0.5,0.509
9032,nudi,0.5,0.529,0.373
9033,nudist,0.44,0.796,0.483
9034,nuditi,0.438,0.853,0.415
9035,nugget,0.602,0.34,0.348
9036,nuisanc,0.198,0.817,0.227
9037,nuke,0.125,0.905,0.873
9038,nul,0.337,0.358,0.264
9039,null,0.253,0.147,0.152
9040,nullifi,0.255,0.373,0.395
9041,numb,0.207,0.40900000000000003,0.3085
9042,number,0.4406666666666667,0.2783333333333333,0.4643333333333333
9043,numbskul,0.3,0.472,0.284
9044,numer,0.5366,0.33840000000000003,0.5067999999999999
9045,nun,0.5,0.15,0.406
9046,nunchuck,0.337,0.58,0.526
9047,nunneri,0.653,0.236,0.473
9048,nuptial,0.771,0.588,0.571
9049,nurs,0.5935,0.5635,0.587
9050,nursemaid,0.615,0.431,0.436
9051,nurseri,0.894,0.406,0.389
9052,nurtur,0.745,0.378,0.657
9053,nut,0.4795,0.28,0.27049999999999996
9054,nutcas,0.286,0.775,0.259
9055,nutcrack,0.635,0.378,0.522
9056,nuthous,0.347,0.519,0.434
9057,nutmeg,0.635,0.302,0.35
9058,nutrit,0.8573333333333334,0.416,0.6406666666666667
9059,nutriti,0.833,0.337,0.655
9060,nutshel,0.458,0.407,0.31
9061,nutti,0.444,0.317,0.271
9062,nylon,0.523,0.3415,0.3075
9063,nylong,0.439,0.248,0.351
9064,nymph,0.542,0.529,0.472
9065,nymphomaniac,0.398,0.894,0.536
9066,oaf,0.344,0.357,0.33
9067,oak,0.583,0.245,0.536
9068,oar,0.469,0.392,0.316
9069,oasi,0.796,0.283,0.429
9070,oat,0.622,0.17,0.298
9071,oath,0.543,0.615,0.824
9072,oatmeal,0.592,0.192,0.241
9073,ob,0.112,0.846,0.509
9074,obedi,0.789,0.25666666666666665,0.5436666666666666
9075,obelisk,0.604,0.408,0.596
9076,obes,0.174,0.39849999999999997,0.28900000000000003
9077,obey,0.677,0.433,0.533
9078,obi,0.469,0.442,0.414
9079,obit,0.41,0.464,0.393
9080,obituari,0.188,0.33,0.423
9081,object,0.59175,0.429,0.6327499999999999
9082,objection,0.459,0.382,0.558
9083,oblig,0.3925,0.612,0.5720000000000001
9084,obligatori,0.337,0.571,0.78
9085,obligor,0.302,0.6,0.36
9086,obliqu,0.438,0.347,0.455
9087,obliter,0.22233333333333336,0.5433333333333333,0.4366666666666667
9088,oblivi,0.229,0.388,0.355
9089,oblivion,0.153,0.33,0.282
9090,oblong,0.561,0.455,0.37
9091,obnoxi,0.088,0.602,0.256
9092,obo,0.51,0.34,0.392
9093,obscen,0.0665,0.794,0.383
9094,obscur,0.231,0.433,0.31866666666666665
9095,observ,0.6535000000000001,0.38716666666666666,0.6091666666666667
9096,observatori,0.643,0.324,0.731
9097,obsess,0.21,0.82075,0.5469999999999999
9098,obsolesc,0.25,0.431,0.377
9099,obsolet,0.337,0.321,0.25
9100,obstacl,0.204,0.708,0.336
9101,obstetr,0.53,0.582,0.564
9102,obstetrician,0.521,0.636,0.604
9103,obstin,0.146,0.696,0.562
9104,obstruct,0.148,0.684,0.5206666666666667
9105,obtain,0.7185,0.3825,0.7164999999999999
9106,obtus,0.281,0.46,0.345
9107,obvers,0.47,0.394,0.464
9108,obviou,0.625,0.336,0.585
9109,ocarina,0.541,0.392,0.366
9110,occas,0.7,0.451,0.398
9111,occasion,0.514,0.269,0.3255
9112,occipit,0.398,0.408,0.518
9113,occlus,0.306,0.439,0.442
9114,occult,0.292,0.382,0.406
9115,occup,0.5675,0.45675,0.623
9116,occupi,0.43325,0.4915,0.53725
9117,occur,0.451,0.561,0.51
9118,occurr,0.573,0.69,0.541
9119,ocd,0.333,0.472,0.37
9120,ocean,0.7815,0.3125,0.637
9121,octagon,0.602,0.349,0.462
9122,octav,0.438,0.38,0.482
9123,octopu,0.713,0.378,0.411
9124,ocular,0.418,0.37,0.4
9125,odd,0.3825,0.40449999999999997,0.491
9126,oddbal,0.316,0.36,0.357
9127,odditi,0.312,0.557,0.386
9128,ode,0.604,0.269,0.519
9129,odiou,0.235,0.708,0.235
9130,odomet,0.367,0.47,0.388
9131,odor,0.337,0.363,0.404
9132,odyssey,0.622,0.692,0.71
9133,oedip,0.312,0.575,0.509
9134,oestrogen,0.521,0.608,0.561
9135,oeuvr,0.653,0.484,0.598
9136,of,0.49,0.412,0.447
9137,offal,0.302,0.47,0.302
9138,offenc,0.312,0.798,0.446
9139,offend,0.12866666666666668,0.7816666666666666,0.4023333333333334
9140,offens,0.1825,0.8235,0.5549999999999999
9141,offer,0.6733333333333333,0.5656666666666667,0.5750000000000001
9142,offhand,0.388,0.5,0.368
9143,offic,0.4793333333333334,0.34800000000000003,0.64
9144,offici,0.667,0.509,0.7685
9145,offload,0.479,0.444,0.525
9146,offset,0.719,0.394,0.704
9147,offshoot,0.517,0.33,0.361
9148,offshor,0.417,0.484,0.441
9149,offsid,0.323,0.519,0.443
9150,offspr,0.656,0.435,0.6
9151,oft,0.5,0.308,0.474
9152,oftentim,0.571,0.5,0.482
9153,ogr,0.135,0.698,0.51
9154,ohdear,0.458,0.519,0.442
9155,ohgod,0.5,0.557,0.439
9156,ohno,0.396,0.475,0.38
9157,ohshit,0.23,0.594,0.343
9158,oil,0.49,0.2535,0.34850000000000003
9159,oili,0.276,0.533,0.385
9160,oink,0.5,0.45,0.289
9161,ointment,0.438,0.271,0.398
9162,okra,0.469,0.4,0.362
9163,olden,0.284,0.213,0.425
9164,oldi,0.40049999999999997,0.3315,0.377
9165,olfactori,0.602,0.409,0.452
9166,oligarchi,0.327,0.567,0.741
9167,oliv,0.571,0.231,0.406
9168,omega,0.529,0.337,0.526
9169,omelet,0.708,0.323,0.315
9170,omen,0.39,0.657,0.583
9171,omgomgomg,0.49,0.551,0.358
9172,omin,0.255,0.73,0.51
9173,omiss,0.367,0.333,0.275
9174,omit,0.29500000000000004,0.25,0.331
9175,omnibu,0.49,0.41,0.473
9176,omnipot,0.6930000000000001,0.736,0.8925000000000001
9177,omnipres,0.688,0.452,0.825
9178,omnisci,0.656,0.334,0.778
9179,onboard,0.612,0.451,0.491
9180,oncolog,0.204,0.424,0.5
9181,oncologist,0.26,0.654,0.64
9182,oncom,0.594,0.625,0.773
9183,one,0.6435,0.28200000000000003,0.5449999999999999
9184,oneday,0.667,0.245,0.374
9185,onedg,0.479,0.552,0.4
9186,onelov,0.816,0.577,0.541
9187,oner,0.5,0.48,0.462
9188,oneself,0.66,0.337,0.483
9189,ongo,0.674,0.484,0.556
9190,onion,0.378,0.367,0.382
9191,onset,0.673,0.497,0.5
9192,onslaught,0.198,0.939,0.717
9193,onstag,0.719,0.673,0.583
9194,ontolog,0.51,0.45,0.518
9195,onu,0.562,0.52,0.769
9196,onward,0.667,0.538,0.741
9197,onyx,0.571,0.461,0.38
9198,oodl,0.49,0.374,0.446
9199,oomph,0.449,0.613,0.315
9200,ooz,0.291,0.546,0.38
9201,op,0.4485,0.47600000000000003,0.4385
9202,opac,0.471,0.251,0.256
9203,opal,0.623,0.479,0.379
9204,opaqu,0.344,0.265,0.342
9205,ope,0.375,0.38,0.395
9206,open,0.677,0.51925,0.55825
9207,openli,0.603,0.388,0.553
9208,oper,0.5419999999999999,0.6141666666666666,0.7278333333333333
9209,opera,0.714,0.5,0.483
9210,operat,0.375,0.452,0.627
9211,ophthalm,0.427,0.385,0.444
9212,ophthalmologist,0.552,0.389,0.491
9213,opiat,0.281,0.594,0.598
9214,opinion,0.375,0.641,0.5645
9215,opium,0.276,0.49,0.333
9216,oppon,0.08,0.741,0.716
9217,opportun,0.7683333333333332,0.6783333333333333,0.7576666666666667
9218,oppos,0.237,0.64,0.5323333333333333
9219,opposit,0.217,0.5973333333333334,0.48733333333333334
9220,oppress,0.16525,0.63925,0.524
9221,oppressor,0.16,0.776,0.629
9222,opt,0.51,0.471,0.345
9223,optic,0.634,0.327,0.572
9224,optim,0.949,0.565,0.814
9225,optimist,0.927,0.5595,0.804
9226,optimum,0.892,0.469,0.808
9227,option,0.5635,0.37725,0.43825
9228,optometrist,0.446,0.455,0.668
9229,opu,0.458,0.368,0.391
9230,opul,0.591,0.6375,0.654
9231,oracl,0.552,0.531,0.67
9232,oral,0.53,0.448,0.375
9233,orang,0.646,0.132,0.296
9234,orange juic,0.719,0.343,0.445
9235,orangutan,0.43,0.56,0.471
9236,orat,0.6565000000000001,0.345,0.6825000000000001
9237,oratori,0.602,0.472,0.693
9238,orb,0.46599999999999997,0.3625,0.46299999999999997
9239,orbit,0.513,0.5053333333333333,0.5626666666666668
9240,orc,0.24,0.51,0.388
9241,orchard,0.76,0.269,0.333
9242,orchestra,0.708,0.5,0.664
9243,orchid,0.84,0.345,0.382
9244,ordain,0.735,0.409,0.731
9245,ordeal,0.344,0.539,0.529
9246,order,0.78,0.295,0.814
9247,orderli,0.844,0.24,0.661
9248,ordin,0.6515,0.471,0.7705
9249,ordinari,0.375,0.312,0.286
9250,ordnanc,0.354,0.825,0.679
9251,ore,0.5,0.333,0.356
9252,oregano,0.596,0.327,0.25
9253,organ,0.674,0.49642857142857144,0.7281428571428572
9254,organist,0.74,0.469,0.669
9255,orgasm,0.844,0.863,0.676
9256,orgi,0.367,0.9575,0.48450000000000004
9257,orient,0.642,0.4283333333333333,0.6503333333333333
9258,orific,0.448,0.355,0.443
9259,origami,0.684,0.276,0.294
9260,origin,0.741,0.478,0.7498333333333332
9261,ornament,0.641,0.39649999999999996,0.46575
9262,ornat,0.812,0.356,0.5
9263,orneri,0.361,0.52,0.509
9264,orphan,0.0975,0.40900000000000003,0.184
9265,orphanag,0.184,0.439,0.425
9266,orthodontist,0.469,0.615,0.564
9267,orthodox,0.388,0.471,0.647
9268,orthodoxi,0.271,0.388,0.612
9269,orthogon,0.5,0.314,0.54
9270,orthoped,0.406,0.346,0.473
9271,oscil,0.49333333333333335,0.5203333333333333,0.41
9272,oscillatori,0.375,0.52,0.48
9273,ostens,0.5075000000000001,0.539,0.5469999999999999
9274,ostentati,0.479,0.794,0.648
9275,ostrac,0.115,0.69,0.377
9276,ostrich,0.592,0.382,0.241
9277,other,0.472,0.23,0.259
9278,otter,0.439,0.216,0.339
9279,otto,0.427,0.425,0.404
9280,ottoman,0.531,0.337,0.444
9281,ought,0.438,0.511,0.434
9282,ounc,0.531,0.255,0.288
9283,oust,0.296,0.716,0.444
9284,outag,0.306,0.684,0.438
9285,outback,0.5,0.324,0.43
9286,outbid,0.594,0.622,0.54
9287,outboard,0.448,0.491,0.456
9288,outbreak,0.26,0.632,0.472
9289,outburst,0.209,0.802,0.528
9290,outcast,0.153,0.449,0.353
9291,outcom,0.615,0.472,0.685
9292,outcri,0.271,0.773,0.718
9293,outdat,0.167,0.236,0.226
9294,outdo,0.771,0.75,0.873
9295,outdoor,0.7975,0.35,0.45
9296,outer,0.552,0.471,0.456
9297,outfit,0.76,0.49,0.566
9298,outgo,0.65,0.472,0.538
9299,outgrow,0.51,0.529,0.722
9300,outgrowth,0.771,0.62,0.688
9301,outhous,0.281,0.519,0.255
9302,outing,0.771,0.672,0.634
9303,outlandish,0.448,0.737,0.657
9304,outlast,0.62,0.786,0.685
9305,outlaw,0.255,0.662,0.482
9306,outlet,0.61,0.396,0.245
9307,outli,0.46,0.562,0.503
9308,outlin,0.599,0.3835,0.5800000000000001
9309,outliv,0.565,0.769,0.724
9310,outlook,0.83,0.525,0.625
9311,outnumb,0.347,0.615,0.577
9312,outpati,0.26,0.4,0.395
9313,outpost,0.635,0.571,0.675
9314,outpour,0.562,0.685,0.552
9315,output,0.604,0.389,0.434
9316,outrag,0.123,0.7766666666666667,0.5976666666666667
9317,outrank,0.653,0.643,0.817
9318,outreach,0.54,0.462,0.672
9319,outright,0.767,0.396,0.755
9320,outrun,0.531,0.833,0.573
9321,outset,0.75,0.5,0.582
9322,outsid,0.398,0.549,0.447
9323,outskirt,0.474,0.519,0.312
9324,outsmart,0.673,0.657,0.864
9325,outspoken,0.582,0.413,0.667
9326,outstand,0.898,0.76,0.896
9327,outstretch,0.448,0.481,0.519
9328,outward,0.4445,0.4555,0.3825
9329,outweigh,0.486,0.6,0.682
9330,outwit,0.302,0.755,0.356
9331,oval,0.417,0.28,0.33
9332,ovari,0.469,0.399,0.28
9333,ovat,0.552,0.522,0.5589999999999999
9334,oven,0.583,0.425,0.606
9335,overact,0.667,0.885,0.592
9336,overal,0.5415,0.381,0.5215000000000001
9337,overbear,0.323,0.833,0.861
9338,overburden,0.115,0.755,0.546
9339,overcast,0.417,0.25,0.475
9340,overcharg,0.276,0.78,0.569
9341,overcoat,0.594,0.265,0.43
9342,overcom,0.7805,0.727,0.8514999999999999
9343,overcrowd,0.292,0.52,0.491
9344,overdo,0.156,0.864,0.602
9345,overdos,0.11,0.82,0.468
9346,overdr,0.303,0.715,0.732
9347,overdu,0.125,0.427,0.259
9348,overestim,0.3555,0.7210000000000001,0.48550000000000004
9349,overflow,0.4185,0.794,0.5675
9350,overgrown,0.333,0.5,0.369
9351,overgrowth,0.417,0.79,0.673
9352,overh,0.25,0.598,0.547
9353,overhang,0.698,0.755,0.812
9354,overhaul,0.5,0.651,0.491
9355,overhead,0.344,0.7,0.538
9356,overhear,0.65,0.365,0.58
9357,overjoy,0.908,0.708,0.755
9358,overkil,0.379,0.861,0.678
9359,overlaid,0.62,0.61,0.676
9360,overlap,0.5945,0.5965,0.6555
9361,overlay,0.564,0.596,0.749
9362,overli,0.5,0.519,0.691
9363,overload,0.381,0.69,0.652
9364,overlook,0.292,0.418,0.415
9365,overlord,0.75,0.755,0.932
9366,overpaid,0.429,0.67,0.585
